English,Kannada
dehavaasane,ದೇಹವಾಸನೆ
bandhaipurwa,ಬಂಧೈಪುರ್ವಾ
jinarigondane,ಜಿನರಿಗೊಂದನೆ
lagondu,ಲಾಗೊಂದು
siddharaagiddeve,ಸಿದ್ಧರಾಗಿದ್ದೇವೆ
kuniyuvuduntu,ಕುಣಿಯುವುದುಂಟು
sheshagiriyappanavaru,ಶೇಷಗಿರಿಯಪ್ಪನವರು
kiranagalannoo,ಕಿರಣಗಳನ್ನೂ
odedavu,ಒಡೆದವು
basavanneppanavaru,ಬಸವಣ್ಣೆಪ್ಪನವರು
balakedaararondige,ಬಳಕೆದಾರರೊಂದಿಗೆ
nirmisikoduvavaregoo,ನಿರ್ಮಿಸಿಕೊಡುವವರೆಗೂ
meladalloo,ಮೇಳದಲ್ಲೂ
nalesidda,ನಲೆಸಿದ್ದ
horaatagaartiyaagi,ಹೋರಾಟಗಾರ್ತಿಯಾಗಿ
ambagara,ಅಂಬಗರ
agasebeeja,ಅಗಸೇಬೀಜ
vayassugala,ವಯಸ್ಸುಗಳ
maduveyaguvudo,ಮದುವೆಯಾಗುವುದೋ
saintjan,ಸೈಂಟ್ಜಾನ್
bandiddavanannu,ಬಂದಿದ್ದವನನ್ನು
haralugolluvike,ಹರಳುಗೊಳ್ಳುವಿಕೆ
madhumehigalaagiddalli,ಮಧುಮೇಹಿಗಳಾಗಿದ್ದಲ್ಲಿ
talapaayavidda,ತಳಪಾಯವಿದ್ದ
cinemaagalalli,ಸಿನಿಮಾಗಳಲ್ಲಿ
vidheyarige,ವಿಧೇಯರಿಗೆ
nirikshisuttave,ನಿರೀಕ್ಷಿಸುತ್ತವೆ
sinirasikaralli,ಸಿನಿರಸಿಕರಲ್ಲಿ
kotyadhipatigaliddaru,ಕೋಟ್ಯಧಿಪತಿಗಳಿದ್ದರು
shambhulingeshwarar,ಶಂಭುಲಿಂಗೇಶ್ವರರ
aaykegalannella,ಆಯ್ಕೆಗಳನ್ನೆಲ್ಲ
tantragyaanadallina,ತಂತ್ರಜ್ಞಾನದಲ್ಲಿನ
phorecliftgalantaha,ಫೋರ್ಕ್ಲಿಫ್ಟ್ಗಳಂತಹ
viphalavagideyo,ವಿಫಲವಾಗಿದೆಯೋ
vaaradagolage,ವಾರದಗೊಳಗೆ
jhareppa,ಝರೆಪ್ಪ
aalphalfaavannu,ಆಲ್ಫಲ್ಫಾವನ್ನು
heccaaguttiddaare,ಹೆಚ್ಚಾಗುತ್ತಿದ್ದಾರೆ
patravagiddavu,ಪಾತ್ರವಾಗಿದ್ದವು
illadavarigellaa,ಇಲ್ಲದವರಿಗೆಲ್ಲಾ
udyamavaadalli,ಉದ್ಯಮವಾದಲ್ಲಿ
reverfront,ರಿವರ್ಫ್ರಂಟ್
nepaheli,ನೆಪಹೇಳಿ
bengalurandre,ಬೆಂಗಳೂರಂದ್ರೆ
panettier,ಪನೆಟ್ಟಿಯರ್
suyvaru,ಸುಯ್ವರು
paakavidhaanavaagiddu,ಪಾಕವಿಧಾನವಾಗಿದ್ದು
hondikollatodagidaru,ಹೊಂದಿಕೊಳ್ಳತೊಡಗಿದರು
langarugalaagi,ಲಂಗರುಗಳಾಗಿ
metaatyaaggalannu,ಮೆಟಾಟ್ಯಾಗ್ಗಳನ್ನು
ludhi,ಲುಧಿ
jeor,ಜಿಯೊರ್
aapyayamaanavaada,ಆಪ್ಯಾಯಮಾನವಾದ
nelamaligegalantaha,ನೆಲಮಾಳಿಗೆಗಳಂತಹ
uppittinallittu,ಉಪ್ಪಿಟ್ಟಿನಲ್ಲಿತ್ತು
sphatikavagide,ಸ್ಫಟಿಕವಾಗಿದೆ
aggamakkhayati,ಅಗ್ಗಮಕ್ಖಾಯತಿ
islampur,ಇಸ್ಲಾಂಪುರ
chromosomina,ಕ್ರೋಮೋಸೋಮಿನ
kannugaligaagi,ಕಣ್ಣುಗಳಿಗಾಗಿ
catherina,ಕ್ಯಾತೆರಿನಾ
vivaahavaagiddaru,ವಿವಾಹವಾಗಿದ್ದರೂ
bisaakabaaradu,ಬಿಸಾಕಬಾರದು
nirdharisidavarige,ನಿರ್ಧರಿಸಿದವರಿಗೆ
sthagitagollalide,ಸ್ಥಗಿತಗೊಳ್ಳಲಿದೆ
srilankada,ಶ್ರೀಲಂಕದ
rajgopi,ರಾಜ್ಗೋಪಿ
kadimemadidare,ಕಡಿಮೆಮಾಡಿದರೆ
swapnadallidda,ಸ್ವಪ್ನದಲ್ಲಿದ್ದ
obbarigaadroo,ಒಬ್ಬರಿಗಾದ್ರೂ
duvaresutta,ದುವರೆಸುತ್ತಾ
hachchisikondavaru,ಹಚ್ಚಿಸಿಕೊಂಡವರು
electrotype,ಇಲೆಕ್ಟ್ರೋಟೈಪ್
hodedaagi,ಹೊಡೆದಾಗಿ
daraganj,ದಾರಾಗಂಜ್
kachchaarastegalella,ಕಚ್ಚಾರಸ್ತೆಗಳೆಲ್ಲ
kodtidaane,ಕೊಡ್ತಿದಾನೆ
horevuda,ಹೊರೆವುದ
avismaraneeyavaayitu,ಅವಿಸ್ಮರಣೀಯವಾಯಿತು
beresiduvudu,ಬೆರೆಸಿಡುವುದು
vanchitagolluva,ವಂಚಿತಗೊಳ್ಳುವ
cameragalannella,ಕ್ಯಾಮೆರಾಗಳನ್ನೆಲ್ಲ
badheyo,ಬಾಧೆಯೋ
pisudanigalige,ಪಿಸುದನಿಗಳಿಗೆ
aadhuneekaranagondu,ಆಧುನೀಕರಣಗೊಂಡು
casa,ಸಿಎಎಸ್ಎ
maaraatagaararolage,ಮಾರಾಟಗಾರರೊಳಗೆ
ksheyobhivruddhi,ಕ್ಷೇಯೋಭಿವೃದ್ಧಿ
utprekshisidare,ಉತ್ಪ್ರೇಕ್ಷಿಸಿದರೆ
kiridaagisidaaga,ಕಿರಿದಾಗಿಸಿದಾಗ
aantarikadondige,ಆಂತರಿಕದೊಂದಿಗೆ
samakaaleenanu,ಸಮಕಾಲೀನನು
shubhaadinavaada,ಶುಭಾದಿನವಾದ
munduvarisudu,ಮುಂದುವರಿಸುದು
mahavidye,ಮಹಾವಿದ್ಯೆ
bluebeck,ಬ್ಲೂಬೆಕ್
karnatakavendu,ಕರ್ನಾಟಕವೆಂದು
mushtiyallide,ಮುಷ್ಠಿಯಲ್ಲಿದೆ
ottadadindalaadaroo,ಒತ್ತಡದಿಂದಲಾದರೂ
nivedye,ನಿವೇದ್ಯೆ
ajjiyandirannu,ಅಜ್ಜಿಯಂದಿರನ್ನು
klairvoyantgalu,ಕ್ಲೈರ್ವೋಯಂಟ್ಗಳು
shoshisuttive,ಶೋಷಿಸುತ್ತಿವೆ
kamayani,ಕಾಮಾಯಾನಿ
tridoshagala,ತ್ರಿದೋಷಗಳ
dhwanigoodisidaare,ಧ್ವನಿಗೂಡಿಸಿದಾರೆ
balavanigeyannu,ಬಳವಣಿಗೆಯನ್ನು
vegavirali,ವೇಗವಿರಲಿ
sahasampaadakatvadalli,ಸಹಸಂಪಾದಕತ್ವದಲ್ಲಿ
mereyatodagiddaare,ಮೆರೆಯತೊಡಗಿದ್ದಾರೆ
pliskovage,ಪ್ಲಿಸ್ಕೋವಾಗೆ
hrudayadottada,ಹೃದಯದೊತ್ತಡ
kamalaravarige,ಕಮಲರವರಿಗೆ
yugapurushanige,ಯುಗಪುರುಷನಿಗೆ
saaraamshadallina,ಸಾರಾಂಶದಲ್ಲಿನ
shankippe,ಶಂಕಿಪ್ಪೆ
singri,ಸಿಂಗ್ರಿ
niriksheyalliruvavaru,ನಿರೀಕ್ಷೆಯಲ್ಲಿರುವವರೂ
ramso,ರಾಮ್ಸೊ
polipugudde,ಪೊಲಿಪುಗುಡ್ಡೆ
pushpapatrada,ಪುಷ್ಪಪತ್ರದ
bhashikanige,ಭಾಷಿಕನಿಗೆ
bechchaginavaraagiddaare,ಬೆಚ್ಚಗಿನವರಾಗಿದ್ದಾರೆ
jalm,ಜಲ್ಮ್
nelawada,ನೆಲವಾಡ
yavagide,ಯವಾಗಿದೆ
savisavinenapu,ಸವಿಸವಿನೆನಪು
suddiyalliro,ಸುದ್ದಿಯಲ್ಲಿರೊ
bhanuvaravella,ಭಾನುವಾರವೆಲ್ಲ
salahegarara,ಸಲಹೆಗಾರರ
vishvanavaru,ವಿಶ್ವನವರು
talenovugalu,ತಲೆನೋವುಗಳು
parnaudallina,ಪರ್ನೌದಲ್ಲಿನ
padavigeriddaare,ಪದವಿಗೇರಿದ್ದಾರೆ
seruvudiddare,ಸೇರುವುದಿದ್ದರೆ
prerepisuttaane,ಪ್ರೇರೆಪಿಸುತ್ತಾನೆ
tilivillada,ತಿಳಿವಿಲ್ಲದ
chiraparichitavagiddavu,ಚಿರಪರಿಚಿತವಾಗಿದ್ದವು
aakaankshegalillade,ಆಕಾಂಕ್ಷೆಗಳಿಲ್ಲದೇ
melakkeruvaaga,ಮೇಲಕ್ಕೇರುವಾಗ
vastupratiroopavannu,ವಸ್ತುಪ್ರತಿರೂಪವನ್ನು
agavrante,ಆಗವ್ರಂತೆ
ranapbir,ರಣಪಬೀರ್
alabhyavaagaliddaare,ಅಲಭ್ಯವಾಗಲಿದ್ದಾರೆ
molal,ಮೋಲಾಲ್
dhaaraavaahigaligintaloo,ಧಾರಾವಾಹಿಗಳಿಗಿಂತಲೂ
badalisikondaddannu,ಬದಲಿಸಿಕೊಂಡದ್ದನ್ನು
kanivegalella,ಕಣಿವೆಗಳೆಲ್ಲ
sampattalla,ಸಂಪತ್ತಲ್ಲ
haakalaaguttadaadaru,ಹಾಕಲಾಗುತ್ತದಾದರೂ
anubhavisiddarante,ಅನುಭವಿಸಿದ್ದರಂತೆ
niyojisabahudaada,ನಿಯೋಜಿಸಬಹುದಾದ
horamavinalli,ಹೊರಮಾವಿನಲ್ಲಿ
heluttidaddu,ಹೇಳುತ್ತಿದದ್ದು
elocution,ಎಲೋಕ್ಯೂಷನ್
avilladdarinda,ಅವಿಲ್ಲದ್ದರಿಂದ
bhagavatarende,ಭಾಗವತರೆಂದೇ
kaapaadalaagiddu,ಕಾಪಾಡಲಾಗಿದ್ದು
aushadhotpanna,ಔಷಧೋತ್ಪನ್ನ
svaroopadallaaguva,ಸ್ವರೂಪದಲ್ಲಾಗುವ
sidisuttidda,ಸಿಡಿಸುತ್ತಿದ್ದ
melakkeddaga,ಮೇಲಕ್ಕೆದ್ದಾಗ
swaameejiyaddaagittu,ಸ್ವಾಮೀಜಿಯದ್ದಾಗಿತ್ತು
hiduvalidaaranaaguva,ಹಿಡುವಳಿದಾರನಾಗುವ
mallorca,ಮಲ್ಲೋರ್ಕಾ
aakegala,ಆಕೆಗಳ
callipari,ಕ್ಯಾಲಿಪಾರಿ
gandhotkatanannu,ಗಂಧೋತ್ಕಟನನ್ನು
kaayikorakada,ಕಾಯಿಕೊರಕದ
raajaprabhutwada,ರಾಜಪ್ರಭುತ್ವದ
chuchchabekittu,ಚುಚ್ಚಬೇಕಿತ್ತು
tunni,ತುಣ್ಣಿ
mukhavilladante,ಮುಖವಿಲ್ಲದಂತೆ
sachivana,ಸಚಿವನ
devadarshiniyalli,ದೇವದರ್ಶಿನಿಯಲ್ಲಿ
adugene,ಅಡುಗೇನೆ
aagamanakkinta,ಆಗಮನಕ್ಕಿಂತ
safasgalu,ಸಫಸ್ಗಳು
prayanikanu,ಪ್ರಯಾಣಿಕನು
amshagalannudehadinda,ಅಂಶಗಳನ್ನುದೇಹದಿಂದ
sakkattaage,ಸಕ್ಕತ್ತಾಗೆ
dudabaradu,ದೂಡಬಾರದು
bhangdo,ಭಾಂಗ್ಡೊ
nenapatandra,ನೆನಪಾತಂದ್ರ
bhoobalakeyalli,ಭೂಬಳಕೆಯಲ್ಲಿ
chetarisikondilla,ಚೇತರಿಸಿಕೊಂಡಿಲ್ಲ
karlov,ಕರ್ಲೋವ್
aikyaa,ಐಕ್ಯಾ
meljatigalalliruva,ಮೇಲ್ಜಾತಿಗಳಲ್ಲಿರುವ
amhakaaravirabaaradu,ಅಂಹಕಾರವಿರಬಾರದು
agencyalla,ಏಜೆನ್ಸಿಯಲ್ಲ
samsadariddaroo,ಸಂಸದರಿದ್ದರೂ
kekmanovic,ಕೆಕ್ಮಾನೊವಿಕ್
henavagiddannu,ಹೆಣವಾಗಿದ್ದನ್ನು
oggoodisiddare,ಒಗ್ಗೂಡಿಸಿದ್ದರೆ
sallisiddaagyoo,ಸಲ್ಲಿಸಿದ್ದಾಗ್ಯೂ
channaviragoudra,ಚನ್ನವೀರಗೌಡ್ರ
homeroom,ಹೋಮರೂಮ್
goochisuttide,ಗೋಚಿಸುತ್ತಿದೆ
kaididu,ಕೈಡಿದು
federationannu,ಫೆಡರೇಶನನ್ನು
samprasiddhi,ಸಂಪ್ರಸಿದ್ಧಿ
talahaadiyalli,ತಳಹಾದಿಯಲ್ಲಿ
amritbhoomi,ಅಮೃತಭೂಮಿ
pakshagalavaaru,ಪಕ್ಷಗಳವಾರು
samparkisuvanteye,ಸಂಪರ್ಕಿಸುವಂತೆಯೇ
vaadikeyaagabaaradu,ವಾಡಿಕೆಯಾಗಬಾರದು
ihalokavanne,ಇಹಲೋಕವನ್ನೇ
antargatakke,ಅಂತರ್ಗತಕ್ಕೆ
arthropedic,ಆರ್ತ್ರೋಪೆಡಿಕ್
confort,ಕನ್ಫರ್ಟ್
aaseyirabahudu,ಆಸೆಯಿರಬಹುದು
dyamapura,ದ್ಯಾಮಪುರ
gunabdi,ಗುಣಾಬ್ದಿ
tumbikolluvudakke,ತುಂಬಿಕೊಳ್ಳುವುದಕ್ಕೇ
parivartisuvu,ಪರಿವರ್ತಿಸುವು
veerammaji,ವೀರಮ್ಮಾಜಿ
sikkiveyendu,ಸಿಕ್ಕಿವೆಯೆಂದು
sidniyallina,ಸಿಡ್ನಿಯಲ್ಲಿನ
helibidutteno,ಹೇಳಿಬಿಡುತ್ತೇನೋ
samvarane,ಸಂವರಣೆ
haakneyavaru,ಹಾಕ್ನೆಯವರು
gandaantarakkeedu,ಗಂಡಾಂತರಕ್ಕೀಡು
upanante,ಉಪನಂತೆ
belegaalada,ಬೆಳೆಗಾಳದ
megneshiyamnindaagi,ಮೆಗ್ನೇಷಿಯಂನಿಂದಾಗಿ
divaliyaguttade,ದಿವಾಳಿಯಾಗುತ್ತದೆ
marupavatisuvudilla,ಮರುಪಾವತಿಸುವುದಿಲ್ಲ
redimadikondide,ರೆಡಿಮಾಡಿಕೊಂಡಿದೆ
magestrate,ಮ್ಯಾಜೆಸ್ಟ್ರೇಟ್
arishinakunte,ಅರಿಶೀನಕುಂಟೆ
munnilal,ಮುನ್ನಿಲಾಲ್
panchakoshagalannu,ಪಂಚಕೋಶಗಳನ್ನು
simhana,ಸಿಂಹಾನ
aravattigeyannu,ಅರವಟ್ಟಿಗೆಯನ್ನು
chakradharigala,ಚಕ್ರಧಾರಿಗಳ
ennuvavanalla,ಎನ್ನುವವನಲ್ಲ
permadiraya,ಪೆರ್ಮಾಡಿರಾಯ
pratibheyullante,ಪ್ರತಿಭೆಯುಳ್ಳಂತೆ
shishtacharagale,ಶಿಷ್ಟಾಚಾರಗಳೇ
marigalante,ಮರಿಗಳಂತೆ
sammishranavagi,ಸಮ್ಮಿಶ್ರಣವಾಗಿ
shakunagalinda,ಶಕುನಗಳಿಂದ
shatrupaaleyakke,ಶತ್ರುಪಾಳೆಯಕ್ಕೆ
toruttiddaane,ತೊರುತ್ತಿದ್ದಾನೆ
svaagatisuvudarinda,ಸ್ವಾಗತಿಸುವುದರಿಂದ
pratiyaandakkoo,ಪ್ರತಿಯಾಂದಕ್ಕೂ
kashtavagattade,ಕಷ್ಟವಾಗತ್ತದೆ
nidabeki,ನೀಡಬೇಕಿ
niyojisiddu,ನಿಯೋಜಿಸಿದ್ದು
gondantagide,ಗೊಂಡಂತಾಗಿದೆ
belesuvenu,ಬೆಳೆಸುವೆನು
samagravagisuvudu,ಸಮಗ್ರವಾಗಿಸುವುದು
udyogagalalliddare,ಉದ್ಯೋಗಗಳಲ್ಲಿದ್ದರೆ
consultation,ಕನ್ಸಲ್ಟೇಷನ್
rangolic,ರಂಗೋಲಿಕ್
margate,ಮಾರ್ಗೇಟ್
beleduhogittu,ಬೆಳೆದುಹೋಗಿತ್ತು
sarvalokeshwara,ಸರ್ವಲೋಕೇಶ್ವರ
visheshagalillada,ವಿಶೇಷಗಳಿಲ್ಲದ
mayusturisingh,ಮಾಯುಶ್ಚುರೈಸಿಂಗ್
kanavarisidaroo,ಕನವರಿಸಿದರೂ
libyannaru,ಲಿಬ್ಯನ್ನರು
aamlajanakadallada,ಆಮ್ಲಜನಕದಲ್ಲದ
bluesfifed,ಬ್ಲೂಸ್ಫೈಫ್ಡ್
brindavanasaranga,ಬೃಂದಾವನಸಾರಂಗ
charchisuvalli,ಚರ್ಚಿಸುವಲ್ಲಿ
odduvudakkagi,ಒಡ್ಡುವುದಕ್ಕಾಗಿ
kaleyabahudaagidda,ಕಳೆಯಬಹುದಾಗಿದ್ದ
representitives,ರೆಪ್ರಸೆಂಟಿಟೀವ್ಸ್
sevisuvudarinde,ಸೇವಿಸುವುದರಿಂದೆ
badravati,ಬದ್ರಾವತಿ
niroopaneyallaadaroo,ನಿರೂಪಣೆಯಲ್ಲಾದರೂ
tapasaneyashte,ತಪಾಸಣೆಯಷ್ಟೇ
rallikevin,ರಲ್ಲಿಕೆವಿನ್
adeshisidaru,ಅದೇಶಿಸಿದರು
tottigalaagi,ತೊಟ್ಟಿಗಳಾಗಿ
karunage,ಕರುಣಗೆ
satanami,ಸಾತನಾಮಿ
baradaro,ಬರದಾರೋ
disposer,ಡಿಸ್ಪೋಸರ್
naguvabuddhana,ನಗುವಬುದ್ಧನ
siddhatepoornagondide,ಸಿದ್ಧತೆಪೂರ್ಣಗೊಂಡಿದೆ
valadaaga,ವಲದಾಗ
borsa,ಬೋರ್ಸಾ
vimanadindle,ವಿಮಾನದಿಂದ್ಲೇ
kulisak,ಕುಲಿಸಾಕ್
vivekashoonya,ವಿವೇಕಶೂನ್ಯ
dulli,ದುಳ್ಳಿ
bataliroopadalliruva,ಬಾಟಲಿರೂಪದಲ್ಲಿರುವ
kettiduvantahaddu,ಕೆತ್ತಿಡುವಂತಹದ್ದು
sthaanamaanadadi,ಸ್ಥಾನಮಾನದಡಿ
maaduttidda,ಮಾಡುತ್ತಿದ್ದ
aarogyadindirali,ಆರೋಗ್ಯದಿಂದಿರಲಿ
khaadirisalaagittu,ಖಾದಿರಿಸಲಾಗಿತ್ತು
baluttiddeve,ಬಾಳುತ್ತಿದ್ದೇವೆ
spikargalilladeye,ಸ್ಪೀಕರ್ಗಳಿಲ್ಲದೆಯೇ
anniversary,ಆನಿವರ್ಸರಿ
prapanchadaadyante,ಪ್ರಪಂಚದಾದ್ಯಂತೆ
adhyakshanaguvudannu,ಅಧ್ಯಕ್ಷನಾಗುವುದನ್ನು
severage,ಸೆವೆರೇಜ್
svaamyateya,ಸ್ವಾಮ್ಯತೆಯ
muneeswararam,ಮುನೀಶ್ವರರಂ
vastravisarjane,ವಸ್ತ್ರವಿಸರ್ಜನೆ
dorakiddavu,ದೊರಕಿದ್ದವು
impresario,ಇಂಪ್ರೆಸಾರಿಯೋ
shaalaakothadige,ಶಾಲಾಕೊಠಡಿಗೆ
rtuvigoo,ಋತುವಿಗೂ
perisikolluva,ಪೇರಿಸಿಕೊಳ್ಳುವ
patavu,ಪಟವು
ratnakatti,ರತ್ನಕಟ್ಟಿ
meghagalalli,ಮೇಘಗಳಲ್ಲಿ
kshudrategalannu,ಕ್ಷುದ್ರತೆಗಳನ್ನು
lectric,ಲೆಕ್ಟ್ರಿಕ್
anasoole,ಅನಸೂಳೆ
noyisuvantaguttade,ನೋಯಿಸುವಂತಾಗುತ್ತದೆ
badhyategalilla,ಬಾಧ್ಯತೆಗಳಿಲ್ಲ
tandava,ತಂಡವ
gullebbisida,ಗುಲ್ಲೆಬ್ಬಿಸಿದ
hockett,ಹಾಕೆಟ್
altaba,ಅಲ್ಟಾಬಾ
tallikollabedi,ತಳ್ಳಿಕೊಳ್ಳಬೇಡಿ
hastantaravaga,ಹಸ್ತಾಂತರವಾಗ
malikapuramma,ಮಾಲಿಕಾಪುರಮ್ಮ
kanikaravullavaru,ಕನಿಕರವುಳ್ಳವರು
hechchupaalannu,ಹೆಚ್ಚುಪಾಲನ್ನು
koodittiralaagittu,ಕೂಡಿಟ್ಟಿರಲಾಗಿತ್ತು
gamanarhavadavugalendare,ಗಮನಾರ್ಹವಾದವುಗಳೆಂದರೆ
kittogeva,ಕಿತ್ತೊಗೆವ
tiliyabahu,ತಿಳಿಯಬಹು
turikondare,ತೂರಿಕೊಂಡರೆ
enisuvashtoo,ಎನಿಸುವಷ್ಟೂ
tammanayakanannu,ತಮ್ಮನಾಯಕನನ್ನು
khareedisalaagiddavu,ಖರೀದಿಸಲಾಗಿದ್ದವು
chaukidaararaagiddare,ಚೌಕಿದಾರರಾಗಿದ್ದರೆ
lokopayogada,ಲೋಕೋಪಯೋಗದ
aadaayavaaguttittu,ಆದಾಯವಾಗುತ್ತಿತ್ತು
eejaadaballavaraagiddaru,ಈಜಾಡಬಲ್ಲವರಾಗಿದ್ದರು
wadhra,ವಾಧ್ರಾ
pokuvayi,ಪೊಕುವಾಯಿ
bahirangavagiruttene,ಬಹಿರಂಗವಾಗಿರುತ್ತೇನೆ
unicote,ಯುನಿಕೋಟ್
maitriyaagadiddaroo,ಮೈತ್ರಿಯಾಗದಿದ್ದರೂ
kathinavaayitu,ಕಠಿನವಾಯಿತು
dalagaligoo,ದಳಗಳಿಗೂ
chandravatiyondige,ಚಂದ್ರಾವತಿಯೊಂದಿಗೆ
torisalaagiruvudu,ತೋರಿಸಲಾಗಿರುವುದು
hitanudiginta,ಹಿತನುಡಿಗಿಂತ
munchooniyalliddavaru,ಮುಂಚೂಣಿಯಲ್ಲಿದ್ದವರು
vinayaadityane,ವಿನಯಾದಿತ್ಯನೆ
chagti,ಚಗ್ತಿ
kelisikolluvike,ಕೇಳಿಸಿಕೊಳ್ಳುವಿಕೆ
paranoid,ಪ್ಯಾರಾನಾಯ್ಡ್
maduveyagiddannoo,ಮದುವೆಯಾಗಿದ್ದನ್ನೂ
tudikegalannu,ತುಡಿಕೆಗಳನ್ನು
salmer,ಸಾಲ್ಮರ್
mailarayyanannu,ಮೈಲಾರಯ್ಯನನ್ನು
vibhraantiyalli,ವಿಭ್ರಾಂತಿಯಲ್ಲಿ
badaminagar,ಬದಾಮಿನಗರ
hastaantarisabeekaagide,ಹಸ್ತಾಂತರಿಸಬೇಕಾಗಿದೆ
vyangyachalanachitradinda,ವ್ಯಂಗ್ಯಚಲನಚಿತ್ರದಿಂದ
rakulge,ರಾಕುಲ್ಗೆ
rajanaguttare,ರಾಜನಾಗುತ್ತಾರೆ
rasvaamiyannu,ರಸ್ವಾಮಿಯನ್ನು
bekendashtoo,ಬೇಕೆಂದಷ್ಟೂ
suruliyagirisuvudu,ಸುರುಳಿಯಾಗಿರಿಸುವುದು
oel,ಒಇಎಲ್
haakalliddaare,ಹಾಕಲ್ಲಿದ್ದಾರೆ
aaspatreyillade,ಆಸ್ಪತ್ರೆಯಿಲ್ಲದೆ
toleyuttideye,ತೊಳೆಯುತ್ತಿದೆಯೆ
subscript,ಸಬ್ಸ್ಕ್ರಿಪ್ಟ್
holahugalige,ಹೊಳಹುಗಳಿಗೆ
hutuhabba,ಹುಟುಹಬ್ಬ
adityanandara,ಆದಿತ್ಯಾನಂದರ
muddumogam,ಮುದ್ದುಮೊಗಂ
badadeshagalinda,ಬಡದೇಶಗಳಿಂದ
sachivarodane,ಸಚಿವರೊಡನೆ
dharmadrohigala,ಧರ್ಮದ್ರೋಹಿಗಳ
kalisbekadre,ಕಲಿಸ್ಬೇಕಾದ್ರೆ
kooneyalloo,ಕೋಣೆಯಲ್ಲೂ
mettilaaguttade,ಮೆಟ್ಟಿಲಾಗುತ್ತದೆ
karesikollabekagide,ಕರೆಸಿಕೊಳ್ಳಬೇಕಾಗಿದೆ
nibhayisirodu,ನಿಭಾಯಿಸಿರೋದು
ebante,ಎಬಂತೆ
bhagavadgeeteyemba,ಭಗವದ್ಗೀತೆಯೆಂಬ
tanguvantilla,ತಂಗುವಂತಿಲ್ಲ
kallamarai,ಕಲ್ಲಮರಾಯಿ
melinavaregina,ಮೇಲಿನವರೆಗಿನ
sikshakam,ಶಿಕ್ಷಕಂ
vargadarige,ವರ್ಗದರಿಗೆ
mahatvakanksheya,ಮಹತ್ವಾಕಾಂಕ್ಷೆಯ
hitlerana,ಹಿಟ್ಲರನ
jadadhaarmika,ಜಡಧಾರ್ಮಿಕ
berengeria,ಬೆರೆಂಗೇರಿಯಾ
gogareyade,ಗೋಗರೆಯದೆ
kwashchansnella,ಕ್ವಶ್ಚನ್ಸ್ನೆಲ್ಲಾ
ilijaaride,ಇಳಿಜಾರಿದೆ
mookshakke,ಮೋಕ್ಷಕ್ಕೆ
vanchanegolisuttade,ವಂಚನೆಗೊಳಿಸುತ್ತದೆ
kanjo,ಕಂಜೊ
toribaruvudilla,ತೋರಿಬರುವುದಿಲ್ಲ
dutanannagisikondu,ದೂತನನ್ನಾಗಿಸಿಕೊಂಡು
padeyabekaiah,ಪಡೆಯಬೇಕಯ್ಯ
vidhaanaparishattinalloo,ವಿಧಾನಪರಿಷತ್ತಿನಲ್ಲೂ
hatasharagiddaga,ಹತಾಶರಾಗಿದ್ದಾಗ
hedarisuvudo,ಹೆದರಿಸುವುದೋ
ilivayassinavara,ಇಳಿವಯಸ್ಸಿನವರ
rachaneyaguttare,ರಚನೆಯಾಗುತ್ತಾರೆ
districtu,ಡಿಸ್ಟ್ರಿಕ್ಟು
masser,ಮಾಸ್ಸರ್
premadorateya,ಪ್ರೇಮದೊರತೆಯ
disantis,ಡಿಸಾಂಟಿಸ್
shikshakiyannagi,ಶಿಕ್ಷಕಿಯನ್ನಾಗಿ
gruhabalakeyinda,ಗೃಹಬಳಕೆಯಿಂದ
archanada,ಅರ್ಚನದ
kilisiddaru,ಕೀಳಿಸಿದ್ದರು
manmaharajadhiraja,ಮನ್ಮಹಾರಾಜಾಧಿರಾಜ
hadanavanu,ಹದನವನು
aagalaarade,ಆಗಲಾರದೆ
solisuvudashte,ಸೋಲಿಸುವುದಷ್ಟೆ
kalswamy,ಕಲ್ಸ್ವಾಮಿಯ
madhushaalede,ಮಧುಶಾಲೆದೆ
hindeo,ಹಿಂದಿಯೋ
rajaswadhan,ರಾಜಸ್ವಧನ
balumugilu,ಬಲುಮುಗಿಲು
maddille,ಮದ್ದಿಲ್ಲೆ
kharadinda,ಖಾರದಿಂದ
nagarajaru,ನಾಗರಾಜರೂ
ilakhegilla,ಇಲಾಖೆಗಿಲ್ಲ
nashtagolladante,ನಷ್ಟಗೊಳ್ಳದಂತೆ
afrikakhandada,ಆಫ್ರಿಕಾಖಂಡದ
kettakannininda,ಕೆಟ್ಟಕಣ್ಣಿನಿಂದ
kamalajanedege,ಕಮಲಜನೆಡೆಗೆ
horanotadinda,ಹೊರನೋಟದಿಂದ
aitane,ಐತನೇ
kulitirabekemba,ಕುಳಿತಿರಬೇಕೆಂಬ
bandudeke,ಬಂದುದೇಕೆ
salinger,ಸ್ಯಾಲಿಂಜರ್
spardhisutteve,ಸ್ಪರ್ಧಿಸುತ್ತೇವೆ
uddishyada,ಉದ್ದಿಶ್ಯದ
llavamam,ಲ್ಲವಮಂ
compliantu,ಕಂಪ್ಲೈಂಟು
nenapisuttideyendu,ನೆನಪಿಸುತ್ತಿದೆಯೆಂದು
navaklasikal,ನವಕ್ಲಾಸಿಕಲ್
arvius,ಅರ್ವಿಯಸ್
